metric_id,metric_name,policy_event,geography,value_num,value_unit,sample_note,source_doc
TM-SYN-0490,Synthetic trade metric 0490 (percent),China WTO accession,Vietnam,8.83,percent,Synthetic sample note 0490 for China WTO accession in Vietnam,2603.23825v1.pdf
TM-SYN-0491,Synthetic trade metric 0491 (elasticity),Regional trade agreement wave,Mexico,5.09,elasticity,Synthetic sample note 0491 for Regional trade agreement wave in Mexico,2603.23825v1.pdf
TM-SYN-0492,Synthetic trade metric 0492 (probability),Export rebate reform,Brazil,0.051,probability,Synthetic sample note 0492 for Export rebate reform in Brazil,2603.23825v1.pdf
TM-SYN-0493,Synthetic trade metric 0493 (flag),Tariff cut package,Germany,0.0,flag,Synthetic sample note 0493 for Tariff cut package in Germany,2603.23825v1.pdf
TM-SYN-0494,Synthetic trade metric 0494 (index),Customs facilitation program,USA,10.19,index,Synthetic sample note 0494 for Customs facilitation program in USA,2603.23825v1.pdf
TM-SYN-0495,Synthetic trade metric 0495 (percent),China WTO accession,Japan,18.01,percent,Synthetic sample note 0495 for China WTO accession in Japan,2603.23825v1.pdf
TM-SYN-0496,Synthetic trade metric 0496 (elasticity),Regional trade agreement wave,China,2.34,elasticity,Synthetic sample note 0496 for Regional trade agreement wave in China,2603.23825v1.pdf
TM-SYN-0497,Synthetic trade metric 0497 (probability),Export rebate reform,India,0.166,probability,Synthetic sample note 0497 for Export rebate reform in India,2603.23825v1.pdf
TM-SYN-0498,Synthetic trade metric 0498 (flag),Tariff cut package,Vietnam,1.0,flag,Synthetic sample note 0498 for Tariff cut package in Vietnam,2603.23825v1.pdf
TM-SYN-0499,Synthetic trade metric 0499 (index),Customs facilitation program,Mexico,12.76,index,Synthetic sample note 0499 for Customs facilitation program in Mexico,2603.23825v1.pdf
TM-SYN-0500,Synthetic trade metric 0500 (percent),China WTO accession,Brazil,35.76,percent,Synthetic sample note 0500 for China WTO accession in Brazil,2603.23825v1.pdf
TM-SYN-0501,Synthetic trade metric 0501 (elasticity),Regional trade agreement wave,Germany,3.24,elasticity,Synthetic sample note 0501 for Regional trade agreement wave in Germany,2603.23825v1.pdf
TM-SYN-0502,Synthetic trade metric 0502 (probability),Export rebate reform,USA,0.126,probability,Synthetic sample note 0502 for Export rebate reform in USA,2603.23825v1.pdf
TM-SYN-0503,Synthetic trade metric 0503 (flag),Tariff cut package,Japan,0.0,flag,Synthetic sample note 0503 for Tariff cut package in Japan,2603.23825v1.pdf
TM-SYN-0504,Synthetic trade metric 0504 (index),Customs facilitation program,China,5.02,index,Synthetic sample note 0504 for Customs facilitation program in China,2603.23825v1.pdf
TM-SYN-0505,Synthetic trade metric 0505 (percent),China WTO accession,India,33.93,percent,Synthetic sample note 0505 for China WTO accession in India,2603.23825v1.pdf
TM-SYN-0506,Synthetic trade metric 0506 (elasticity),Regional trade agreement wave,Vietnam,7.36,elasticity,Synthetic sample note 0506 for Regional trade agreement wave in Vietnam,2603.23825v1.pdf
TM-SYN-0507,Synthetic trade metric 0507 (probability),Export rebate reform,Mexico,0.013,probability,Synthetic sample note 0507 for Export rebate reform in Mexico,2603.23825v1.pdf
TM-SYN-0508,Synthetic trade metric 0508 (flag),Tariff cut package,Brazil,1.0,flag,Synthetic sample note 0508 for Tariff cut package in Brazil,2603.23825v1.pdf
TM-SYN-0509,Synthetic trade metric 0509 (index),Customs facilitation program,Germany,36.96,index,Synthetic sample note 0509 for Customs facilitation program in Germany,2603.23825v1.pdf
TM-SYN-0510,Synthetic trade metric 0510 (percent),China WTO accession,USA,5.19,percent,Synthetic sample note 0510 for China WTO accession in USA,2603.23825v1.pdf
TM-SYN-0511,Synthetic trade metric 0511 (elasticity),Regional trade agreement wave,Japan,2.05,elasticity,Synthetic sample note 0511 for Regional trade agreement wave in Japan,2603.23825v1.pdf
TM-SYN-0512,Synthetic trade metric 0512 (probability),Export rebate reform,China,0.197,probability,Synthetic sample note 0512 for Export rebate reform in China,2603.23825v1.pdf
TM-SYN-0513,Synthetic trade metric 0513 (flag),Tariff cut package,India,0.0,flag,Synthetic sample note 0513 for Tariff cut package in India,2603.23825v1.pdf
TM-SYN-0514,Synthetic trade metric 0514 (index),Customs facilitation program,Vietnam,1.55,index,Synthetic sample note 0514 for Customs facilitation program in Vietnam,2603.23825v1.pdf
TM-SYN-0515,Synthetic trade metric 0515 (percent),China WTO accession,Mexico,37.2,percent,Synthetic sample note 0515 for China WTO accession in Mexico,2603.23825v1.pdf
TM-SYN-0516,Synthetic trade metric 0516 (elasticity),Regional trade agreement wave,Brazil,5.31,elasticity,Synthetic sample note 0516 for Regional trade agreement wave in Brazil,2603.23825v1.pdf
TM-SYN-0517,Synthetic trade metric 0517 (probability),Export rebate reform,Germany,0.034,probability,Synthetic sample note 0517 for Export rebate reform in Germany,2603.23825v1.pdf
TM-SYN-0518,Synthetic trade metric 0518 (flag),Tariff cut package,USA,1.0,flag,Synthetic sample note 0518 for Tariff cut package in USA,2603.23825v1.pdf
TM-SYN-0519,Synthetic trade metric 0519 (index),Customs facilitation program,Japan,12.99,index,Synthetic sample note 0519 for Customs facilitation program in Japan,2603.23825v1.pdf
TM-SYN-0520,Synthetic trade metric 0520 (percent),China WTO accession,China,2.23,percent,Synthetic sample note 0520 for China WTO accession in China,2603.23825v1.pdf
TM-SYN-0521,Synthetic trade metric 0521 (elasticity),Regional trade agreement wave,India,5.77,elasticity,Synthetic sample note 0521 for Regional trade agreement wave in India,2603.23825v1.pdf
TM-SYN-0522,Synthetic trade metric 0522 (probability),Export rebate reform,Vietnam,0.157,probability,Synthetic sample note 0522 for Export rebate reform in Vietnam,2603.23825v1.pdf
TM-SYN-0523,Synthetic trade metric 0523 (flag),Tariff cut package,Mexico,0.0,flag,Synthetic sample note 0523 for Tariff cut package in Mexico,2603.23825v1.pdf
TM-SYN-0524,Synthetic trade metric 0524 (index),Customs facilitation program,Brazil,0.67,index,Synthetic sample note 0524 for Customs facilitation program in Brazil,2603.23825v1.pdf
TM-SYN-0525,Synthetic trade metric 0525 (percent),China WTO accession,Germany,10.48,percent,Synthetic sample note 0525 for China WTO accession in Germany,2603.23825v1.pdf
TM-SYN-0526,Synthetic trade metric 0526 (elasticity),Regional trade agreement wave,USA,6.34,elasticity,Synthetic sample note 0526 for Regional trade agreement wave in USA,2603.23825v1.pdf
TM-SYN-0527,Synthetic trade metric 0527 (probability),Export rebate reform,Japan,0.029,probability,Synthetic sample note 0527 for Export rebate reform in Japan,2603.23825v1.pdf
TM-SYN-0528,Synthetic trade metric 0528 (flag),Tariff cut package,China,1.0,flag,Synthetic sample note 0528 for Tariff cut package in China,2603.23825v1.pdf
TM-SYN-0529,Synthetic trade metric 0529 (index),Customs facilitation program,India,12.21,index,Synthetic sample note 0529 for Customs facilitation program in India,2603.23825v1.pdf
TM-SYN-0530,Synthetic trade metric 0530 (percent),China WTO accession,Vietnam,32.6,percent,Synthetic sample note 0530 for China WTO accession in Vietnam,2603.23825v1.pdf
TM-SYN-0531,Synthetic trade metric 0531 (elasticity),Regional trade agreement wave,Mexico,3.46,elasticity,Synthetic sample note 0531 for Regional trade agreement wave in Mexico,2603.23825v1.pdf
TM-SYN-0532,Synthetic trade metric 0532 (probability),Export rebate reform,Brazil,0.145,probability,Synthetic sample note 0532 for Export rebate reform in Brazil,2603.23825v1.pdf
TM-SYN-0533,Synthetic trade metric 0533 (flag),Tariff cut package,Germany,0.0,flag,Synthetic sample note 0533 for Tariff cut package in Germany,2603.23825v1.pdf
TM-SYN-0534,Synthetic trade metric 0534 (index),Customs facilitation program,USA,7.74,index,Synthetic sample note 0534 for Customs facilitation program in USA,2603.23825v1.pdf
TM-SYN-0535,Synthetic trade metric 0535 (percent),China WTO accession,Japan,26.73,percent,Synthetic sample note 0535 for China WTO accession in Japan,2603.23825v1.pdf
TM-SYN-0536,Synthetic trade metric 0536 (elasticity),Regional trade agreement wave,China,0.55,elasticity,Synthetic sample note 0536 for Regional trade agreement wave in China,2603.23825v1.pdf
TM-SYN-0537,Synthetic trade metric 0537 (probability),Export rebate reform,India,0.173,probability,Synthetic sample note 0537 for Export rebate reform in India,2603.23825v1.pdf
TM-SYN-0538,Synthetic trade metric 0538 (flag),Tariff cut package,Vietnam,1.0,flag,Synthetic sample note 0538 for Tariff cut package in Vietnam,2603.23825v1.pdf
TM-SYN-0539,Synthetic trade metric 0539 (index),Customs facilitation program,Mexico,7.92,index,Synthetic sample note 0539 for Customs facilitation program in Mexico,2603.23825v1.pdf
TM-SYN-0540,Synthetic trade metric 0540 (percent),China WTO accession,Brazil,38.49,percent,Synthetic sample note 0540 for China WTO accession in Brazil,2603.23825v1.pdf
TM-SYN-0541,Synthetic trade metric 0541 (elasticity),Regional trade agreement wave,Germany,0.93,elasticity,Synthetic sample note 0541 for Regional trade agreement wave in Germany,2603.23825v1.pdf
TM-SYN-0542,Synthetic trade metric 0542 (probability),Export rebate reform,USA,0.053,probability,Synthetic sample note 0542 for Export rebate reform in USA,2603.23825v1.pdf
TM-SYN-0543,Synthetic trade metric 0543 (flag),Tariff cut package,Japan,0.0,flag,Synthetic sample note 0543 for Tariff cut package in Japan,2603.23825v1.pdf
TM-SYN-0544,Synthetic trade metric 0544 (index),Customs facilitation program,China,2.55,index,Synthetic sample note 0544 for Customs facilitation program in China,2603.23825v1.pdf
TM-SYN-0545,Synthetic trade metric 0545 (percent),China WTO accession,India,0.58,percent,Synthetic sample note 0545 for China WTO accession in India,2603.23825v1.pdf
TM-SYN-0546,Synthetic trade metric 0546 (elasticity),Regional trade agreement wave,Vietnam,2.11,elasticity,Synthetic sample note 0546 for Regional trade agreement wave in Vietnam,2603.23825v1.pdf
TM-SYN-0547,Synthetic trade metric 0547 (probability),Export rebate reform,Mexico,0.234,probability,Synthetic sample note 0547 for Export rebate reform in Mexico,2603.23825v1.pdf
TM-SYN-0548,Synthetic trade metric 0548 (flag),Tariff cut package,Brazil,1.0,flag,Synthetic sample note 0548 for Tariff cut package in Brazil,2603.23825v1.pdf
TM-SYN-0549,Synthetic trade metric 0549 (index),Customs facilitation program,Germany,7.45,index,Synthetic sample note 0549 for Customs facilitation program in Germany,2603.23825v1.pdf
TM-SYN-0550,Synthetic trade metric 0550 (percent),China WTO accession,USA,14.74,percent,Synthetic sample note 0550 for China WTO accession in USA,2603.23825v1.pdf
TM-SYN-0551,Synthetic trade metric 0551 (elasticity),Regional trade agreement wave,Japan,1.94,elasticity,Synthetic sample note 0551 for Regional trade agreement wave in Japan,2603.23825v1.pdf
TM-SYN-0552,Synthetic trade metric 0552 (probability),Export rebate reform,China,0.244,probability,Synthetic sample note 0552 for Export rebate reform in China,2603.23825v1.pdf
TM-SYN-0553,Synthetic trade metric 0553 (flag),Tariff cut package,India,0.0,flag,Synthetic sample note 0553 for Tariff cut package in India,2603.23825v1.pdf
TM-SYN-0554,Synthetic trade metric 0554 (index),Customs facilitation program,Vietnam,28.4,index,Synthetic sample note 0554 for Customs facilitation program in Vietnam,2603.23825v1.pdf
TM-SYN-0555,Synthetic trade metric 0555 (percent),China WTO accession,Mexico,16.32,percent,Synthetic sample note 0555 for China WTO accession in Mexico,2603.23825v1.pdf
TM-SYN-0556,Synthetic trade metric 0556 (elasticity),Regional trade agreement wave,Brazil,2.79,elasticity,Synthetic sample note 0556 for Regional trade agreement wave in Brazil,2603.23825v1.pdf
TM-SYN-0557,Synthetic trade metric 0557 (probability),Export rebate reform,Germany,0.181,probability,Synthetic sample note 0557 for Export rebate reform in Germany,2603.23825v1.pdf
TM-SYN-0558,Synthetic trade metric 0558 (flag),Tariff cut package,USA,1.0,flag,Synthetic sample note 0558 for Tariff cut package in USA,2603.23825v1.pdf
TM-SYN-0559,Synthetic trade metric 0559 (index),Customs facilitation program,Japan,20.41,index,Synthetic sample note 0559 for Customs facilitation program in Japan,2603.23825v1.pdf
TM-SYN-0560,Synthetic trade metric 0560 (percent),China WTO accession,China,30.36,percent,Synthetic sample note 0560 for China WTO accession in China,2603.23825v1.pdf
TM-SYN-0561,Synthetic trade metric 0561 (elasticity),Regional trade agreement wave,India,3.6,elasticity,Synthetic sample note 0561 for Regional trade agreement wave in India,2603.23825v1.pdf
TM-SYN-0562,Synthetic trade metric 0562 (probability),Export rebate reform,Vietnam,0.014,probability,Synthetic sample note 0562 for Export rebate reform in Vietnam,2603.23825v1.pdf
TM-SYN-0563,Synthetic trade metric 0563 (flag),Tariff cut package,Mexico,0.0,flag,Synthetic sample note 0563 for Tariff cut package in Mexico,2603.23825v1.pdf
TM-SYN-0564,Synthetic trade metric 0564 (index),Customs facilitation program,Brazil,18.98,index,Synthetic sample note 0564 for Customs facilitation program in Brazil,2603.23825v1.pdf
TM-SYN-0565,Synthetic trade metric 0565 (percent),China WTO accession,Germany,17.26,percent,Synthetic sample note 0565 for China WTO accession in Germany,2603.23825v1.pdf
TM-SYN-0566,Synthetic trade metric 0566 (elasticity),Regional trade agreement wave,USA,0.61,elasticity,Synthetic sample note 0566 for Regional trade agreement wave in USA,2603.23825v1.pdf
TM-SYN-0567,Synthetic trade metric 0567 (probability),Export rebate reform,Japan,0.02,probability,Synthetic sample note 0567 for Export rebate reform in Japan,2603.23825v1.pdf
TM-SYN-0568,Synthetic trade metric 0568 (flag),Tariff cut package,China,1.0,flag,Synthetic sample note 0568 for Tariff cut package in China,2603.23825v1.pdf
TM-SYN-0569,Synthetic trade metric 0569 (index),Customs facilitation program,India,10.99,index,Synthetic sample note 0569 for Customs facilitation program in India,2603.23825v1.pdf
TM-SYN-0570,Synthetic trade metric 0570 (percent),China WTO accession,Vietnam,4.79,percent,Synthetic sample note 0570 for China WTO accession in Vietnam,2603.23825v1.pdf
TM-SYN-0571,Synthetic trade metric 0571 (elasticity),Regional trade agreement wave,Mexico,6.47,elasticity,Synthetic sample note 0571 for Regional trade agreement wave in Mexico,2603.23825v1.pdf
TM-SYN-0572,Synthetic trade metric 0572 (probability),Export rebate reform,Brazil,0.181,probability,Synthetic sample note 0572 for Export rebate reform in Brazil,2603.23825v1.pdf
TM-SYN-0573,Synthetic trade metric 0573 (flag),Tariff cut package,Germany,0.0,flag,Synthetic sample note 0573 for Tariff cut package in Germany,2603.23825v1.pdf
TM-SYN-0574,Synthetic trade metric 0574 (index),Customs facilitation program,USA,14.24,index,Synthetic sample note 0574 for Customs facilitation program in USA,2603.23825v1.pdf
TM-SYN-0575,Synthetic trade metric 0575 (percent),China WTO accession,Japan,37.26,percent,Synthetic sample note 0575 for China WTO accession in Japan,2603.23825v1.pdf
TM-SYN-0576,Synthetic trade metric 0576 (elasticity),Regional trade agreement wave,China,3.31,elasticity,Synthetic sample note 0576 for Regional trade agreement wave in China,2603.23825v1.pdf
TM-SYN-0577,Synthetic trade metric 0577 (probability),Export rebate reform,India,0.046,probability,Synthetic sample note 0577 for Export rebate reform in India,2603.23825v1.pdf
TM-SYN-0578,Synthetic trade metric 0578 (flag),Tariff cut package,Vietnam,1.0,flag,Synthetic sample note 0578 for Tariff cut package in Vietnam,2603.23825v1.pdf
TM-SYN-0579,Synthetic trade metric 0579 (index),Customs facilitation program,Mexico,5.24,index,Synthetic sample note 0579 for Customs facilitation program in Mexico,2603.23825v1.pdf
TM-SYN-0580,Synthetic trade metric 0580 (percent),China WTO accession,Brazil,1.16,percent,Synthetic sample note 0580 for China WTO accession in Brazil,2603.23825v1.pdf
TM-SYN-0581,Synthetic trade metric 0581 (elasticity),Regional trade agreement wave,Germany,5.07,elasticity,Synthetic sample note 0581 for Regional trade agreement wave in Germany,2603.23825v1.pdf
TM-SYN-0582,Synthetic trade metric 0582 (probability),Export rebate reform,USA,0.076,probability,Synthetic sample note 0582 for Export rebate reform in USA,2603.23825v1.pdf
TM-SYN-0583,Synthetic trade metric 0583 (flag),Tariff cut package,Japan,0.0,flag,Synthetic sample note 0583 for Tariff cut package in Japan,2603.23825v1.pdf
TM-SYN-0584,Synthetic trade metric 0584 (index),Customs facilitation program,China,10.65,index,Synthetic sample note 0584 for Customs facilitation program in China,2603.23825v1.pdf
TM-SYN-0585,Synthetic trade metric 0585 (percent),China WTO accession,India,37.43,percent,Synthetic sample note 0585 for China WTO accession in India,2603.23825v1.pdf
TM-SYN-0586,Synthetic trade metric 0586 (elasticity),Regional trade agreement wave,Vietnam,5.7,elasticity,Synthetic sample note 0586 for Regional trade agreement wave in Vietnam,2603.23825v1.pdf
TM-SYN-0587,Synthetic trade metric 0587 (probability),Export rebate reform,Mexico,0.1,probability,Synthetic sample note 0587 for Export rebate reform in Mexico,2603.23825v1.pdf
TM-SYN-0588,Synthetic trade metric 0588 (flag),Tariff cut package,Brazil,1.0,flag,Synthetic sample note 0588 for Tariff cut package in Brazil,2603.23825v1.pdf
TM-SYN-0589,Synthetic trade metric 0589 (index),Customs facilitation program,Germany,12.12,index,Synthetic sample note 0589 for Customs facilitation program in Germany,2603.23825v1.pdf
TM-SYN-0590,Synthetic trade metric 0590 (percent),China WTO accession,USA,21.05,percent,Synthetic sample note 0590 for China WTO accession in USA,2603.23825v1.pdf
TM-SYN-0591,Synthetic trade metric 0591 (elasticity),Regional trade agreement wave,Japan,1.63,elasticity,Synthetic sample note 0591 for Regional trade agreement wave in Japan,2603.23825v1.pdf
TM-SYN-0592,Synthetic trade metric 0592 (probability),Export rebate reform,China,0.101,probability,Synthetic sample note 0592 for Export rebate reform in China,2603.23825v1.pdf
TM-SYN-0593,Synthetic trade metric 0593 (flag),Tariff cut package,India,0.0,flag,Synthetic sample note 0593 for Tariff cut package in India,2603.23825v1.pdf
TM-SYN-0594,Synthetic trade metric 0594 (index),Customs facilitation program,Vietnam,8.58,index,Synthetic sample note 0594 for Customs facilitation program in Vietnam,2603.23825v1.pdf
