"First Name","Last Name","Nickname","Record","Wins","Losses","Draws","Height","Weight","Reach","Stance","SLpM","Str. Acc","SApM","Str. Def","TD Avg","TD Acc","TD Def","Sub. Avg","URL"
"Jared","Rosholt",NA,"14-3-0",14,3,0,74,265,75,"Orthodox",2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,"http://fightmetric.com/fighter-details/91ea901c458e95dd"
"Jake","Rosholt",NA,"12-3-0",12,3,0,73,185,NA,"Orthodox",2.68,0.53,2.33,0.49,6.51,0.68,0,1.8,"http://fightmetric.com/fighter-details/4f2fcbefb668689d"
"Charles","Rosa","Boston Strong","11-2-0",11,2,0,69,145,69,"Switch",3.18,0.37,3.52,0.5,3.27,0.38,0.5,1.3,"http://fightmetric.com/fighter-details/40093d1d2d78394e"
"Aaron","Rosa",NA,"17-5-0",17,5,0,76,205,78,"Orthodox",4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,"http://fightmetric.com/fighter-details/11f8860028b68fcf"
"Joao","Roque",NA,"7-2-4",7,2,4,66,155,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/0f6528b461e47462"
"George","Roop",NA,"15-13-1",15,13,1,73,135,72,"Orthodox",3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,"http://fightmetric.com/fighter-details/3c0437fbeda06962"
"Jesse","Ronson","The Body Snatcher","13-5-0",13,5,0,70,155,70,"Southpaw",3.09,0.46,2.73,0.59,0.67,0.4,0.61,0.3,"http://fightmetric.com/fighter-details/5580771f383e141f"
"Yoel","Romero","Soldier of God","12-1-0",12,1,0,72,185,73,"Southpaw",3.26,0.54,2.01,0.63,1.96,0.38,0.77,0,"http://fightmetric.com/fighter-details/f77c68bb4be8516d"
"Ricardo","Romero",NA,"11-3-0",11,3,0,72,205,76,"Orthodox",2.17,0.55,4.77,0.46,1.63,0.1,1,3.3,"http://fightmetric.com/fighter-details/744e098e065cfdbe"
"Tim","Roman",NA,"2-2-0",2,2,0,73,170,NA,NA,0.6,0.4,2.4,0.4,1,1,0.16,0,"http://fightmetric.com/fighter-details/3b83fec860a45ca1"
"Jared","Rollins","J-Roc","8-4-0",8,4,0,69,170,NA,"Orthodox",3.33,0.57,2.41,0.39,2.5,0.5,0.5,1.2,"http://fightmetric.com/fighter-details/c4b6099f0d25f75e"
"Shane","Roller",NA,"11-7-0",11,7,0,70,155,72,"Orthodox",2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,"http://fightmetric.com/fighter-details/75e0d3cc2262b732"
"Pete","Rogers Jr.","The Heat","2-3-0",2,3,0,72,145,NA,NA,0.66,0.15,1.71,0.65,0,0,0,0,"http://fightmetric.com/fighter-details/36f3d235493d35ad"
"Brian","Rogers","The Professional Predator","11-8-0",11,8,0,71,185,NA,NA,4.79,0.38,5.76,0.58,1.22,0.5,1,0.6,"http://fightmetric.com/fighter-details/f304aff405c4a8fa"
"Brett","Rogers","The Grim","11-4-0",11,4,0,77,265,81,"Orthodox",3.17,0.44,3.2,0.46,0,0,0.58,0,"http://fightmetric.com/fighter-details/9141bb39310773c7"
"Marcos","Rogerio de Lima","Pezao","15-5-1",15,5,1,73,205,75,"Orthodox",4.79,0.55,4.36,0.5,0,0,0.33,1.6,"http://fightmetric.com/fighter-details/ab943cd2c3c17825"
"Yair","Rodriguez","El Pantera","11-1-0",11,1,0,71,145,71,NA,4.14,0.43,2.03,0.64,1.45,0.4,0.61,1.3,"http://fightmetric.com/fighter-details/cbf5e6f231b55443"
"Manuel","Rodriguez","Chalate","10-4-0",10,4,0,69,170,68,"Orthodox",0.81,0.33,3.23,0.38,9.09,0.75,0,0,"http://fightmetric.com/fighter-details/5a6e4d2f0c76a242"
"Ricco","Rodriguez","Suave","47-13-0",47,13,0,76,265,NA,"Orthodox",1.85,0.51,1.15,0.61,2.3,0.39,0.4,1,"http://fightmetric.com/fighter-details/50cc91ce2982785d"
"Paul","Rodriguez",NA,"10-8-2",10,8,2,67,155,NA,"Orthodox",0.84,1,1.68,0.68,0,0,0.5,0,"http://fightmetric.com/fighter-details/26eddcda9d6b2ffe"
"Bruno","Korea","Korea","4-2-0",4,2,0,66,135,65,NA,2.01,0.34,3.42,0.4,0,0,0.25,0,"http://fightmetric.com/fighter-details/6c011be66326ad97"
"Kevin","Roddy","K-Rod","10-13-1",10,13,1,71,145,NA,NA,2.64,0.3,2.38,0.6,0,0,0.5,0,"http://fightmetric.com/fighter-details/1abf785143f8d5ec"
"Luke","Rockhold",NA,"15-3-0",15,3,0,75,185,77,"Southpaw",4.17,0.48,2.12,0.6,0.56,0.4,0.69,1.4,"http://fightmetric.com/fighter-details/00e11b5c8b7bfeeb"
"Keith","Rockel","Rock","12-4-1",12,4,1,72,185,NA,"Orthodox",1.13,0.73,0.21,0.66,4.63,0.75,1,4.6,"http://fightmetric.com/fighter-details/c75b99887c8c3f5a"
"Carlos Eduardo","Rocha","Ta Danado","9-2-0",9,2,0,70,170,70,"Orthodox",1.24,0.34,1.85,0.55,0,0,0.52,1.4,"http://fightmetric.com/fighter-details/4f736494fc733095"
"Vagner","Rocha","Ceara","11-4-0",11,4,0,70,155,73,"Orthodox",2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,"http://fightmetric.com/fighter-details/d403b1a6f278c95e"
"Alvin","Robinson",NA,"12-6-0",12,6,0,69,155,68,"Southpaw",1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2,"http://fightmetric.com/fighter-details/cbe79765d44bd172"
"Colin","Robinson","Big C","9-10-0",9,10,0,76,243,NA,"Orthodox",6.19,0.69,7.91,0.37,2.58,1,0.5,5.2,"http://fightmetric.com/fighter-details/1a1a4d7a29041d77"
"Mark","Robinson","White Rhino","1-0-0",1,0,0,72,265,NA,"Orthodox",0,0,5.8,0.13,0,0,0,0,"http://fightmetric.com/fighter-details/4604ab1de9058474"
"Chad","Robichaux","Robo","11-2-0",11,2,0,64,135,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/b2aa1e07b5b3306e"
"Kenny","Robertson",NA,"15-5-0",15,5,0,70,170,74,"Orthodox",3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,"http://fightmetric.com/fighter-details/6e0273f9478be71e"
"Danny","Roberts","Hot Chocolate","13-2-0",13,2,0,73,170,74,"Southpaw",4.53,0.39,4.16,0.57,0,0,0.53,0.5,"http://fightmetric.com/fighter-details/a6cba6bb66c1a8c9"
"Buddy","Roberts",NA,"12-3-0",12,3,0,74,185,NA,"Orthodox",2.17,0.34,2.08,0.7,0,0,0.76,0.7,"http://fightmetric.com/fighter-details/b2a2da86546ddb19"
"Daniel","Roberts","Ninja","12-4-0",12,4,0,70,170,74,"Southpaw",0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,"http://fightmetric.com/fighter-details/22edaf53ad59a967"
"Taylor","Roberts",NA,"3-7-0",3,7,0,71,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/c5ec23983dc2d8f4"
"Ryan","Roberts",NA,"16-10-1",16,10,1,66,155,NA,"Orthodox",0,0,22.5,0.45,0,0,0,0,"http://fightmetric.com/fighter-details/35dc6220b113b7ec"
"Tyrone","Roberts","Native Warrior","39-10-1",39,10,1,69,185,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/d1e6a6536ee62517"
"Joey","Roberts",NA,"4-3-0",4,3,0,74,200,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/c058823a2595ab09"
"David","Roberts",NA,"5-8-0",5,8,0,73,170,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/775bad6d700d2302"
"Andre","Roberts","The Chief","14-2-1",14,2,1,74,345,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/a54a35a670d8e852"
"Justin","Robbins",NA,"12-10-1",12,10,1,65,135,NA,NA,0.67,0.37,3.2,0.47,0,0,0,0,"http://fightmetric.com/fighter-details/3b2485c8d5c8b580"
"Pedro","Rizzo","The Rock","19-10-0",19,10,0,73,241,NA,"Orthodox",1.93,0.34,3.02,0.5,0.26,0.28,0.78,0,"http://fightmetric.com/fighter-details/b44f39a5c6596953"
"Nicdali","Rivera-Calanoc","The Night Queen","8-8-0",8,8,0,63,105,NA,NA,1.82,0.2,2.42,0.78,0,0,0,0,"http://fightmetric.com/fighter-details/60917f79b7271d83"
"Jimmie","Rivera","El Terror","20-1-0",20,1,0,64,135,68,"Orthodox",4.52,0.4,2.97,0.66,0.97,0.33,1,0,"http://fightmetric.com/fighter-details/9c907996820d2d69"
"Jonathan","Rivera",NA,"4-1-0",4,1,0,NA,155,NA,NA,4.36,0.49,3.9,0.6,0,0,0,0,"http://fightmetric.com/fighter-details/145df84ea4dfd904"
"Francisco","Rivera","Cisco","11-7-0",11,7,0,68,135,68,"Orthodox",4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6,"http://fightmetric.com/fighter-details/7ea4a9f07df33a45"
"Mario","Rivera",NA,"6-6-0",6,6,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/0f7210aa8d61af8d"
"Dante","Rivera",NA,"15-6-0",15,6,0,73,185,NA,"Southpaw",2.27,0.53,4,0.25,0,0,0.16,0,"http://fightmetric.com/fighter-details/288aaa8f82040e02"
"Jorge","Rivera","El Conquistador","19-9-0",19,9,0,73,185,73,"Orthodox",3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,"http://fightmetric.com/fighter-details/cb46dface0e28a2c"
"Diego","Rivas","Pitbull","7-0-0",7,0,0,68,145,69,"Orthodox",0.98,0.4,1.18,0.6,2.21,0.75,0.57,0,"http://fightmetric.com/fighter-details/09f579be4520394a"
"Shannon","Ritch","The Cannon","47-74-0",47,74,0,69,190,NA,"Orthodox",1,1,6,0.5,0,0,0,0,"http://fightmetric.com/fighter-details/1c7cce2f5c17160d"
"Maria","Rios",NA,"2-3-0",2,3,0,65,125,NA,NA,2.93,0.34,4.13,0.56,2,0.5,1,0,"http://fightmetric.com/fighter-details/9ec12134b1515f12"
"Rafael","Rios",NA,"3-2-0",3,2,0,NA,150,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/2f5754b48eab1486"
"Albert","Rios",NA,"13-6-0",13,6,0,68,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/868a78f2e810a837"
"Mike","Rio","The Wolverine","9-4-0",9,4,0,70,155,71,"Orthodox",1.68,0.39,2.99,0.53,2.58,0.27,0,1,"http://fightmetric.com/fighter-details/af90b10c785ced3e"
"Nick","Ring","The Promise","13-3-0",13,3,0,72,185,74,"Southpaw",3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3,"http://fightmetric.com/fighter-details/b13da0b1a3aed3e7"
"Jordan","Rinaldi","All Day","12-5-0",12,5,0,70,155,72,"Orthodox",1.2,0.31,2.33,0.56,2,0.28,0,1,"http://fightmetric.com/fighter-details/c07efc18b231f170"
"Moise","Rimbon","Swamp","18-9-3",18,9,3,70,205,NA,"Orthodox",0.8,0.34,1,0.71,1,0.5,0.37,0,"http://fightmetric.com/fighter-details/9be3728f3f7badb2"
"Jason","Riley","The Juggernaut","9-6-0",9,6,0,78,245,NA,NA,0,0,9.68,0.33,0,0,0.5,0,"http://fightmetric.com/fighter-details/995af04c697d78b7"
"Aaron","Riley",NA,"29-14-1",29,14,1,68,155,69,"Southpaw",3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,"http://fightmetric.com/fighter-details/f2c8ebbeafd45f2b"
"Jeremiah","Riggs",NA,"7-5-0",7,5,0,72,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/f1a9ad7485e5024a"
"Joe","Riggs","Diesel","41-17-0",41,17,0,72,185,70,"Southpaw",2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,"http://fightmetric.com/fighter-details/d512d9f204059f57"
"Matthew","Riddle","Deep Waters","7-3-0",7,3,0,73,170,74,"Southpaw",3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,"http://fightmetric.com/fighter-details/d023ae89a2a4a41e"
"Dave","Rickels","The Caveman","16-4-0",16,4,0,71,155,NA,NA,4.29,0.59,5.53,0.42,0,0,0.25,0,"http://fightmetric.com/fighter-details/98b76850b5f1e836"
"Mike","Richman","The Marine","18-6-0",18,6,0,68,135,NA,NA,4.06,0.44,3.49,0.43,0,0,0.76,0,"http://fightmetric.com/fighter-details/d6a740cf6e898e27"
"Rex","Richards",NA,"7-2-0",7,2,0,77,265,NA,NA,17.65,0.58,5.29,0.72,0,0,0,0,"http://fightmetric.com/fighter-details/ad23903ef3af7406"
"John","Richard",NA,"3-3-0",3,3,0,NA,205,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/b3e5a460b6851080"
"Matt","Ricehouse",NA,"5-1-0",5,1,0,NA,155,NA,NA,3.7,0.44,4.8,0.47,1,0.22,0.81,0,"http://fightmetric.com/fighter-details/343d57cde1a14338"
"Alessandro","Ricci",NA,"10-5-0",10,5,0,71,155,69,"Orthodox",2.48,0.41,2.53,0.64,0,0,0.64,0,"http://fightmetric.com/fighter-details/bf9bc96336922271"
"Mike","Ricci","The Martian","9-4-0",9,4,0,72,155,77,"Southpaw",1.8,0.32,1.64,0.65,0.67,1,0.54,0,"http://fightmetric.com/fighter-details/3c921b1a30fdcbdd"
"Will","Ribeiro",NA,"10-2-0",10,2,0,68,135,NA,"Orthodox",1.83,0.28,1.64,0.74,1.15,1,0.5,2.9,"http://fightmetric.com/fighter-details/8f4616698508f24d"
"Vitor","Ribeiro","Shaolin","20-5-0",20,5,0,68,154,NA,"Orthodox",1,0.28,1.95,0.48,1.58,0.26,1,1.2,"http://fightmetric.com/fighter-details/a757c06bbdba61d2"
"Mike","Rhodes","Biggie","6-4-0",6,4,0,73,170,74,"Orthodox",3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,"http://fightmetric.com/fighter-details/b7ad576b8ae115e6"
"Johnny","Rhodes",NA,"2-1-0",2,1,0,72,210,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/319fa1bd3176bded"
"Gaston","Reyno","Tonga","4-0-0",4,0,0,72,145,NA,NA,7.79,0.62,3.9,0.44,0,0,0,11.7,"http://fightmetric.com/fighter-details/64db35f7782fe274"
"Polo","Reyes","El Toro","8-3-0",8,3,0,71,155,71,NA,6.38,0.39,4.19,0.65,0,0,0.4,0,"http://fightmetric.com/fighter-details/edd02825c29028fe"
"Herman","Renting",NA,"1-3-0",1,3,0,72,215,NA,"Switch",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/f57cf3d54a641385"
"John","Renken","The Saint","19-28-3",19,28,3,72,190,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/1507214bbc7a79e2"
"Marion","Reneau","The Belizean Bruiser","7-3-1",7,3,1,66,135,68,"Orthodox",3.91,0.4,2.86,0.67,0.4,1,0.57,0.6,"http://fightmetric.com/fighter-details/c7d297714d9ab1a4"
"Leigh","Remedios","Bulldog","17-9-2",17,9,2,67,155,NA,"Orthodox",0.75,0.41,1.36,0.68,0,0,0.33,0,"http://fightmetric.com/fighter-details/918db42c3637916f"
"Goran","Reljic",NA,"9-3-0",9,3,0,75,205,81,"Southpaw",1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1,"http://fightmetric.com/fighter-details/132f860d02953f4c"
"Ben","Reiter","The Hunter","16-1-1",16,1,1,75,185,NA,NA,1.8,0.46,1.53,0.54,7,0.43,0,0,"http://fightmetric.com/fighter-details/ee7b7768a4e6dc45"
"Wilson","Reis",NA,"22-6-0",22,6,0,64,125,65,"Southpaw",2.15,0.37,2.12,0.62,5.51,0.46,0.53,0.8,"http://fightmetric.com/fighter-details/5aedf14771ca82d2"
"Jason","Reinhardt",NA,"20-3-0",20,3,0,66,135,NA,"Orthodox",0.51,0.4,4.07,0.43,1.91,0.12,0.5,0,"http://fightmetric.com/fighter-details/02500fb9fd79a974"
"Chad","Reiner","The Grinder","28-13-0",28,13,0,71,170,NA,"Orthodox",0.53,0.2,1.97,0.46,0.99,0.33,0.25,2,"http://fightmetric.com/fighter-details/d8022d5526b1d937"
"James","Reese","JP","5-1-0",5,1,0,69,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/e9ec08ebb3f92aa3"
"Johnny","Rees","The Hater Hurter","12-4-0",12,4,0,72,170,NA,"Orthodox",3.29,0.64,0.84,0.47,1.15,0.25,0.5,0,"http://fightmetric.com/fighter-details/3ba3b5cc94498437"
"John","Reedy","The Wild Child","11-6-0",11,6,0,68,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/fb4ca5c7e4448645"
"Dennis","Reed",NA,"43-52-1",43,52,1,NA,205,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/4a35913bd9aa4161"
"Paul","Redmond","Redser","10-6-0",10,6,0,70,145,70,"Orthodox",0.72,0.34,2.99,0.41,0,0,0.5,0,"http://fightmetric.com/fighter-details/3f56b99447f00607"
"Rafael","Rebello","Rafinha","7-4-0",7,4,0,65,135,67,"Orthodox",2.19,0.32,3.29,0.58,2.82,0.33,0.75,0.5,"http://fightmetric.com/fighter-details/972197a8c61ac413"
"Antony","Rea","Wild Thing","22-13-0",22,13,0,72,205,NA,"Orthodox",2.89,0.28,5.42,0.42,0,0,1,0,"http://fightmetric.com/fighter-details/c36e1f4fa755ffb4"
"Abdul","Razak Alhassan",NA,"7-0-0",7,0,0,70,170,73,"Orthodox",9.5,0.52,3.02,0.68,0,0,1,0,"http://fightmetric.com/fighter-details/eae431e70064e046"
"Iony","Razafiarison",NA,"2-1-0",2,1,0,63,145,NA,NA,1.2,0.42,1.4,0.53,2,0.5,0.75,0,"http://fightmetric.com/fighter-details/a303588c33d8c5ae"
"Keenan","Raymond",NA,"2-2-0",2,2,0,NA,165,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/bdd16cd6b29cb499"
"Stevie","Ray","Braveheart","20-6-0",20,6,0,70,155,70,"Southpaw",2.76,0.41,1.81,0.65,0.55,0.5,0.68,0.8,"http://fightmetric.com/fighter-details/31a13532e724ca2b"
"Joe","Ray",NA,"5-3-0",5,3,0,NA,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/d92e6e17f637fe4d"
"Gideon","Ray",NA,"17-14-1",17,14,1,70,185,NA,"Southpaw",2.08,0.4,2.58,0.53,1.49,1,0,0,"http://fightmetric.com/fighter-details/ea3ef6206c7907d5"
"Bec","Rawlings","Rowdy","7-6-0",7,6,0,66,115,64,"Orthodox",4.13,0.41,4.79,0.57,0.55,0.28,0.75,0.3,"http://fightmetric.com/fighter-details/907e60fd13407e1e"
"Ed","Ratcliff","9mm","7-3-0",7,3,0,70,155,71,"Orthodox",2.71,0.38,2.96,0.63,0.28,0.16,0.53,0,"http://fightmetric.com/fighter-details/8c90c1563972e44d"
"Hussain","Rasouli",NA,"2-3-0",2,3,0,66,135,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/9d61d8cb1c354867"
"David","Rasouli",NA,"2-3-0",2,3,0,67,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/31e1ea6fe6b682f8"
"Raou","Raou",NA,"0-1-0",0,1,0,68,195,NA,"Orthodox",2.01,0.16,6.75,0.6,0,0,0,0,"http://fightmetric.com/fighter-details/ed069a95aaaf4f56"
"Kevin","Randleman","The Monster","17-16-0",17,16,0,70,205,NA,"Orthodox",1.26,0.54,1.12,0.57,2,0.56,0.3,0.8,"http://fightmetric.com/fighter-details/6859f67468ba8489"
"Vernon","Ramos",NA,"3-2-0",3,2,0,66,170,72,"Orthodox",4,0.25,8,0.55,0,0,0,0,"http://fightmetric.com/fighter-details/30b577b112bef42d"
"Davi","Ramos","Tasmanian Devil","6-2-0",6,2,0,68,170,70,"Orthodox",2.33,0.28,2.6,0.58,0,0,0,0,"http://fightmetric.com/fighter-details/0052de90691d4a93"
"Ricardo","Ramos",NA,"10-1-0",10,1,0,69,135,72,"Orthodox",3,0.51,1.87,0.61,0,0,0.75,1,"http://fightmetric.com/fighter-details/1ae8f3c723aacff4"
"Luis","Ramos","Beicao","19-8-1",19,8,1,68,170,NA,"Orthodox",2.4,0.35,5.6,0.42,1.5,0.2,1,0,"http://fightmetric.com/fighter-details/7bc475b0fc2020ab"
"Ian","Rammel",NA,"4-3-0",4,3,0,72,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/abc8e1423cf5b74e"
"Andrew","Ramm","The","3-2-0",3,2,0,73,160,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/3b5f2faaa2f2c1f6"
"Amador","Ramirez",NA,"5-4-0",5,4,0,NA,135,NA,NA,4.93,0.51,2.07,0.69,1,0.33,0,0,"http://fightmetric.com/fighter-details/ac31f869959860bc"
"Steve","Ramirez",NA,"1-1-0",1,1,0,67,125,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/4311e9d23604205c"
"Matt","Ramirez","The Machine","1-2-0",1,2,0,65,125,NA,NA,3.03,0.5,0.67,0.75,2.53,0.16,1,0,"http://fightmetric.com/fighter-details/96c05ba5ab9eccaf"
"Hector","Ramirez","Sick Dog","9-4-1",9,4,1,72,205,NA,"Orthodox",2.27,0.41,4.6,0.56,2.3,0.55,0.66,0.5,"http://fightmetric.com/fighter-details/d1759b2b7be9be56"
"Thomas","Ramirez",NA,"0-1-0",0,1,0,73,410,NA,"Sideways",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/ea398c802d9998ee"
"Jessica","Rakoczy","The Ragin'","2-5-0",2,5,0,67,115,68,"Orthodox",2.5,0.44,3.55,0.64,0.75,0.2,0,0.8,"http://fightmetric.com/fighter-details/ffdeb4fbea09ce75"
"Ricky","Rainey","The Sniper","11-4-0",11,4,0,73,170,NA,NA,2.64,0.5,1.84,0.48,1.41,0.2,0.6,0,"http://fightmetric.com/fighter-details/9b1e3fb4f8cbd5b7"
"Amir","Rahnavardi",NA,"11-10-0",11,10,0,72,205,NA,"Orthodox",0.67,0.25,0,1,0,0,0.5,0,"http://fightmetric.com/fighter-details/bc7f7f0ba3db74d2"
"Josh","Rafferty",NA,"9-8-0",9,8,0,72,170,NA,"Orthodox",0.6,0.33,3.6,0.5,0,0,0,9,"http://fightmetric.com/fighter-details/ff2c606c8bc365e3"
"Gilbert","Rael",NA,"1-3-0",1,3,0,68,155,NA,NA,0,0,7.46,0.37,4.86,1,0,0,"http://fightmetric.com/fighter-details/6cc25d19a891f435"
"Jordan","Radev",NA,"23-5-0",23,5,0,67,185,NA,"Southpaw",1.35,0.23,2.38,0.66,0,0,0.8,0,"http://fightmetric.com/fighter-details/45bc8f98d62bd096"
"Benji","Radach","Razor","21-7-0",21,7,0,70,185,NA,"Orthodox",2.62,0.49,2.31,0.51,1.06,0.41,0.71,0.4,"http://fightmetric.com/fighter-details/01b39decaf0abf6a"
"Tim","Sylvia","The Maine-iac","30-7-0",30,7,0,80,265,80,"Orthodox",4.23,0.41,2.61,0.61,0.11,1,0.75,0.1,"http://fightmetric.com/fighter-details/2a542ee8a8b83559"
"Tony","Sylvester",NA,"11-3-0",11,3,0,73,225,NA,"Southpaw",0,0,10.12,0.12,0,0,0,0,"http://fightmetric.com/fighter-details/87b7df65c30008c4"
"Leo","Sylvest","Lethal","10-26-0",10,26,0,71,205,NA,"Orthodox",0,0,6.58,0.27,0,0,0,0,"http://fightmetric.com/fighter-details/58a36b4ccf5dc30e"
"Bentley","Syler","Dr. Bolivia","5-1-0",5,1,0,64,125,68,"Orthodox",1.3,0.18,1.73,0.79,0,0,0.75,0,"http://fightmetric.com/fighter-details/abd2109bc4cb0291"
"Floyd","Sword",NA,"12-3-0",12,3,0,72,185,NA,"Orthodox",0.78,0.42,1.57,0.4,0,0,0.33,0,"http://fightmetric.com/fighter-details/5330fe7e4c3af81c"
"Mike","Swick","Quick","15-6-0",15,6,0,73,170,77,"Orthodox",2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6,"http://fightmetric.com/fighter-details/9fe85152f351e737"
"Cub","Swanson",NA,"24-7-0",24,7,0,68,145,70,"Orthodox",3.67,0.46,3.07,0.63,1.3,0.51,0.55,0.6,"http://fightmetric.com/fighter-details/d247691a6c0e9034"
"Martin","Svensson","Big Swede","14-6-0",14,6,0,73,155,72,NA,2.02,0.38,5.91,0.38,0,0,0,0,"http://fightmetric.com/fighter-details/bcad7223af3c19da"
"Chad","Sutton",NA,"2-2-0",2,2,0,73,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/556347e2b0e33979"
"Joel","Sutton",NA,"2-4-1",2,4,1,71,205,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/a6a9ab5a824e8f66"
"Jason","Suttie","Nobunaga","0-1-0",0,1,0,72,210,NA,"Orthodox",2.07,0.83,4.97,0.36,0,0,0,0,"http://fightmetric.com/fighter-details/cc5834a495d1ea08"
"Aji","Susilo",NA,"6-4-0",6,4,0,70,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/22af3546bd967280"
"Magomed","Sultanakhmedov",NA,"16-5-0",16,5,0,74,185,NA,"Southpaw",0,0,2.4,0.42,9,1,0,9,"http://fightmetric.com/fighter-details/fe1fdc6be470f773"
"Amar","Suloev",NA,"24-7-0",24,7,0,69,183,NA,"Orthodox",1.98,0.37,2.19,0.7,0.27,1,0.88,0.3,"http://fightmetric.com/fighter-details/7aa88401f93ce836"
"George","Sullivan","The Silencer","17-5-0",17,5,0,72,170,73,"Orthodox",3.82,0.4,2.45,0.58,1.36,0.21,0.35,0.8,"http://fightmetric.com/fighter-details/6c7e25571490aa3b"
"Naho","Sugiyuma","Sugi Rock","10-4-0",10,4,0,61,105,NA,NA,2.59,0.48,2.45,0.71,2.05,1,0.66,0,"http://fightmetric.com/fighter-details/b205d4f2ff44bc89"
"Takashi","Sugiura",NA,"1-3-0",1,3,0,71,225,NA,"Southpaw",1.37,0.4,2.08,0.53,1.33,0.66,0,0,"http://fightmetric.com/fighter-details/06c60fc2c8dcd7bd"
"Daisuke","Sugie","Amazon","10-8-1",10,8,1,66,160,NA,"Orthodox",0,0,0.22,0.8,3.27,0.5,0,3.3,"http://fightmetric.com/fighter-details/8215e4fe24e8e81b"
"Genki","Sudo","Neo-Samurai","15-4-2",15,4,2,69,155,NA,"Orthodox",1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2,"http://fightmetric.com/fighter-details/99dd0147dc4ef80c"
"Masanori","Suda",NA,"22-11-3",22,11,3,69,183,NA,"Orthodox",1.8,0.5,1.2,0.63,0,0,0.6,0,"http://fightmetric.com/fighter-details/3a7513372f79c8c8"
"Tatiana","Suarez",NA,"5-0-0",5,0,0,65,115,67,NA,4.3,0.84,0.27,0.75,12.11,1,0,4,"http://fightmetric.com/fighter-details/b08012bbe542592a"
"Kyle","Sturgeon",NA,"0-1-0",0,1,0,75,225,NA,"Switch",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/d30415ec5e8783cd"
"Mike","Stumpf",NA,"11-4-0",11,4,0,70,170,71,NA,3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8,"http://fightmetric.com/fighter-details/c0c36a5b3d5bbdd5"
